site,id,elev_extract,cwd_mean8110,cwd_jun_mean8110,aet_mean8110,spk_mean8110,ppt_mean8110,tmx_mean8110,slope,aspect_num,aspect_cat
eldo,40224576010497,1248.0662841796875,615.71002197265625,110.11199951171875,545.33331298828125,0.9822999835014343,1449.4766845703125,18.663299560546875,16.356922149658203,193.0514678955078,SW
eldo,23654502010900,1269.3638916015625,614.06329345703125,116.95870208740234,480.1366882324219,19.220300674438477,1383.0133056640625,19.440000534057617,10.219375610351562,259.6766052246094,SW
eldo,40224515010497,2269.677001953125,542.9033203125,106.5896987915039,324.58331298828125,621.52569580078125,1385.853271484375,13.0600004196167,1.3656266927719116,210.57254028320312,SW
eldo,26123538010900,1422.876953125,589.219970703125,99.76429748535156,543.68670654296875,46.72330093383789,1590.63330078125,17.95669937133789,7.101034641265869,202.2452392578125,SW
eldo,22930053010497,1867.29736328125,514.3599853515625,67.8373031616211,495.123291015625,244.92869567871094,1312.106689453125,16.29669952392578,4.290711879730225,215.32492065429688,SW
eldo,40224565010497,2489.052734375,212.11669921875,0,484.9932861328125,985.969970703125,1587.3199462890625,10.529999732971191,25.80918312072754,248.89447021484375,SW
eldo,25157824010900,1964.1583251953125,621.84002685546875,133.51699829101562,349.5867004394531,368.8027038574219,1327.606689453125,14.883299827575684,8.595455169677734,5.6915740966796875,NE
eldo,23654877010900,2079.18408203125,380.9967041015625,29.713300704956055,431.86669921875,433.8373107910156,1225.13671875,14.399999618530273,14.503687858581543,273.63140869140625,SW
eldo,8922158010901,1687.3031005859375,540.72998046875,82.4093017578125,513.7633056640625,226.2346954345703,1668.3232421875,16.156700134277344,3.975754499435425,190.28079223632812,SW
eldo,11585,1820.875732421875,609.353271484375,108.6677017211914,480.17999267578125,127.09500122070312,1275.2099609375,17.09670066833496,18.755535125732422,208.65151977539062,SW
eldo,22953298010497,1466.2720947265625,568.2166748046875,108.82230377197266,459.9466857910156,36.236000061035156,1353.9666748046875,18.920000076293945,23.158567428588867,228.0208740234375,SW
eldo,22930163010497,2363.725341796875,275.2267150878906,3.0460000038146973,490.4700012207031,744.83831787109375,1393.63330078125,11.496700286865234,5.2897257804870605,354.21197509765625,NE
eldo,14022,891.211181640625,650.126708984375,128.11070251464844,399.55670166015625,1.663699984550476,1515.5067138671875,19.09000015258789,30.631298065185547,306.0108642578125,SW
eldo,23841731010900,1493.02734375,580.5032958984375,101.53730010986328,475.7799987792969,97.75299835205078,1437.63671875,17.66670036315918,12.650235176086426,256.9459228515625,SW
eldo,23832871010900,2246.745361328125,522.1400146484375,103.36170196533203,307.4132995605469,646.0360107421875,1386.193359375,13.013299942016602,27.59478759765625,222.92022705078125,SW
eldo,40224580010497,1379.845947265625,238.0032958984375,0,809.6300048828125,81.53630065917969,1689.47998046875,17.6200008392334,45.19059371948242,170.2713623046875,SW
eldo,11920,1435.1336669921875,562.0233154296875,78.26399993896484,600.7667236328125,24.295700073242188,1488.0699462890625,18.726699829101562,6.200621604919434,245.03848266601562,SW
eldo,23840574010900,1992.6065673828125,524.29998779296875,83.18399810791016,452.5400085449219,201.28770446777344,1246.663330078125,15.556699752807617,18.87596893310547,199.55224609375,SW
eldo,23655730010900,1782.7408447265625,504.8533020019531,61.25899887084961,509.4667053222656,251.0229949951172,1563.6866455078125,16.030000686645508,16.644973754882812,287.84967041015625,SW
eldo,24332814010900,2142.8779296875,389.989990234375,27.17770004272461,469.9800109863281,521.43572998046875,1392.38330078125,13.539999961853027,20.112733840942383,28.43905258178711,NE
eldo,11598,2299.480224609375,324.95001220703125,11.352299690246582,395.70001220703125,784.45501708984375,1337.0799560546875,11.880000114440918,2.6488826274871826,210.49758911132812,SW
